source_id,target_id,type
1071,357,REPORTS_TO
1072,357,REPORTS_TO
1073,358,REPORTS_TO
1074,358,REPORTS_TO
1075,358,REPORTS_TO
1076,359,REPORTS_TO
1077,359,REPORTS_TO
1078,359,REPORTS_TO
1079,360,REPORTS_TO
1080,360,REPORTS_TO
1081,360,REPORTS_TO
1082,361,REPORTS_TO
1083,361,REPORTS_TO
1084,361,REPORTS_TO
1085,362,REPORTS_TO
1086,362,REPORTS_TO
1087,362,REPORTS_TO
1088,363,REPORTS_TO
1089,363,REPORTS_TO
1090,363,REPORTS_TO
1091,364,REPORTS_TO
1092,364,REPORTS_TO
1093,364,REPORTS_TO
